 Main Link,Include(Y/N),Name of the document,Country,Publisher,Link to main Document,Publication Date,Organization Type,Text Summary,Text-mining,Extracted text,paper index,Comments
https://www.imdrf.org/sites/default/files/2024-06/Good%20machine%20learning%20practice%20for%20medical%20device%20development%20-%20Guiding%20Principles%20DRAFT%20for%20Consultation.pdf,1,Good machine learning practice for medical device development: Guiding principles - DRAFT,Global,International Medical Device Regulators Forum,https://www.imdrf.org/sites/default/files/2024-06/Good%20machine%20learning%20practice%20for%20medical%20device%20development%20-%20Guiding%20Principles%20DRAFT%20for%20Consultation.pdf,2024,Non-profit,"The draft document outlines guiding principles for Good Machine Learning Practice (GMLP) in the development of AI-enabled medical devices, emphasizing the importance of safety, effectiveness, ethical considerations, and continuous monitoring throughout the product lifecycle.","Transparency: 0
Justice and fairness: 2
Non-maleficence: 6
Responsibility: 0
Privacy: 0
Beneficence: 3
Freedom and autonomy: 3
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,79,
https://aspe.hhs.gov/sites/default/files/documents/1348a9a067fd4d225981a822dfe25ea5/trustworthy-ai.pdf,1,Trustworthy Artificial Intelligence (TAI) for PatientCentered Outcomes Research (PCOR),USA,NORC at the University of Chicago,https://aspe.hhs.gov/sites/default/files/documents/1348a9a067fd4d225981a822dfe25ea5/trustworthy-ai.pdf,September 2023,Non-profit,"The report provides guidance for U.S. Department of Health and Human Services (HHS) agencies on managing AI throughout its lifecycle, highlighting six key principles of TAI—fairness, transparency, accountability, reliability, privacy, and security—and discusses the challenges and considerations for implementing these principles in patient-centered outcomes research. ​​","Transparency: 26
Justice and fairness: 45
Non-maleficence: 55
Responsibility: 3
Privacy: 80
Beneficence: 4
Freedom and autonomy: 16
Trust: 32
Sustainability: 0
Dignity: 0
Solidarity: 0",,80,
https://www.elsevier.com/about/responsible-ai,1,Insights 2024 Attitudes Toward AI ,Netherlands,Elsevier,https://assets.ctfassets.net/o78em1y1w4i4/6BWRibyJNQLYkKWwKw7SVf/64c04b53ca9cc0795ac811f583f7eebb/Insights_2024_Attitudes_To_AI_Full_Report.pdf,July 2024,Private,"The report reveals that while researchers and clinicians globally recognize the potential of generative AI to transform knowledge discovery and research productivity, there are mixed sentiments regarding its ethical implications, with a significant emphasis on the need for transparency, accountability, and human oversight to build trust in AI tools. ​​","Transparency: 15
Justice and fairness: 7
Non-maleficence: 16
Responsibility: 5
Privacy: 7
Beneficence: 15
Freedom and autonomy: 5
Trust: 32
Sustainability: 0
Dignity: 0
Solidarity: 0",,81,
https://www.gao.gov/assets/720/711471.pdf,1,Artificial Intelligence in Health Care Benefits and Challenges of Technologies to Augment Patient Care,USA,United States Government Accountability Office& National Academy of Medicine,https://www.gao.gov/assets/720/711471.pdf,November 2020,Inter-organizational partnership,"The GAO report on Artificial Intelligence in Health Care outlines the potential benefits of AI technologies in augmenting patient care, including improved treatment, reduced provider burden, and increased resource efficiency, while also highlighting significant challenges such as data access, bias, transparency, and privacy, and recommending policy options for enhancing AI integration and effectiveness in health settings. ​​","Transparency: 27
Justice and fairness: 9
Non-maleficence: 45
Responsibility: 56
Privacy: 72
Beneficence: 39
Freedom and autonomy: 13
Trust: 8
Sustainability: 3
Dignity: 0
Solidarity: 0",,82,
https://www.fda.gov/files/medical%20devices/published/US-FDA-Artificial-Intelligence-and-Machine-Learning-Discussion-Paper.pdf,1,Proposed Regulatory Framework for Modifications to Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD),USA,US Food and Drug Administration,https://www.fda.gov/files/medical%20devices/published/US-FDA-Artificial-Intelligence-and-Machine-Learning-Discussion-Paper.pdf,April 2019,Government,"The FDA's discussion paper on the proposed regulatory framework for modifications to AI/ML-based Software as a Medical Device (SaMD) outlines the potential benefits of these technologies in healthcare, emphasizes the need for a risk-based approach to regulation, and suggests a total product lifecycle (TPLC) regulatory framework that enables continuous improvement and real-world performance monitoring while ensuring patient safety and device effectiveness.","Transparency: 13
Justice and fairness: 5
Non-maleficence: 20
Responsibility: 0
Privacy: 0
Beneficence: 4
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,83,
https://ainowinstitute.org/publication/what-can-we-learn-from-the-fda-model-for-ai-regulation,1,What Can We Learn From the FDA Model for AI Regulation?,USA,AI Now Institute,https://ainowinstitute.org/wp-content/uploads/2024/01/AINow_FDA-for-AI-10-Key-Insights_Jan2024.pdf,January 2024,Non-profit,"The memo presents ten key insights from expert deliberations on the potential application of FDA-style regulatory interventions to artificial intelligence (AI), emphasizing the need for a nuanced approach that targets different points in the AI supply chain, addresses issues of efficacy and transparency, and incorporates pre-market approval and robust documentation requirements to enhance accountability and safety in AI development and deployment.","Transparency: 7
Justice and fairness: 0
Non-maleficence: 9
Responsibility: 6
Privacy: 0
Beneficence: 9
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,84,
https://assets.publishing.service.gov.uk/media/64cb71a547915a00142a91c4/a-pro-innovation-approach-to-ai-regulation-amended-web-ready.pdf,1,A pro-innovation approach to AI regulation,England,"Department for Science, Innovation&Technology",https://assets.publishing.service.gov.uk/media/64cb71a547915a00142a91c4/a-pro-innovation-approach-to-ai-regulation-amended-web-ready.pdf,March 2023,Government,"The document presents the UK government's pro-innovation approach to AI regulation, emphasizing the need for a principles-based regulatory framework that adapts to technological advancements while ensuring safety, accountability, and transparency across different sectors involved in AI development and deployment. ​​","Transparency: 71
Justice and fairness: 74
Non-maleficence: 102
Responsibility: 73
Privacy: 10
Beneficence: 35
Freedom and autonomy: 8
Trust: 30
Sustainability: 3
Dignity: 2
Solidarity: 0",,85,
https://www.who.int/publications/m/item/artificial-intelligence-for-health,1,Artificial Intelligence for Health,Global,World Health Organization ,https://cdn.who.int/media/docs/default-source/digital-health-documents/who_brochure_ai_web.pdf?sfvrsn=aa4f4e3b_3&download=true,May 2024,Intergovernmental,"The World Health Organization (WHO) is committed to supporting the responsible deployment of artificial intelligence (AI) technologies in health systems worldwide by developing standards, policies, and guidance that promote safe, ethical, and equitable use of AI to enhance healthcare access and address challenges such as workforce gaps and resource limitations.","Transparency: 0
Justice and fairness: 0
Non-maleficence: 0
Responsibility: 0
Privacy: 0
Beneficence: 2
Freedom and autonomy: 0
Trust: 1
Sustainability: 0
Dignity: 0
Solidarity: 0",,86,
https://www.ansi.org/standards-news/all-news/2021/03/3-29-21-ansi-releases-report-standardization-empowering-ai-enabled-systems-in-healthcare,1,STANDARDIZATION EMPOWERING AI-ENABLED SYSTEMS IN HEALTHCARE,USA,American National Standards Institute,"https://share.ansi.org/Shared%20Documents/News%20and%20Publications/Links%20Within%20Stories/Empowering%20AI-Enabled%20Systems,%20Workshop%20Report.pdf",March 2021,Private,"The report on the ""Standardization Empowering AI-Enabled Systems in Healthcare"" workshop highlights the necessity for coordinated standardization in AI technologies within healthcare to enhance data quality, trust, transparency, and governance frameworks, while addressing challenges related to the implementation and regulation of AI systems to ensure safety and effectiveness in medical applications.","Transparency: 46
Justice and fairness: 8
Non-maleficence: 23
Responsibility: 8
Privacy: 20
Beneficence: 6
Freedom and autonomy: 8
Trust: 19
Sustainability: 0
Dignity: 0
Solidarity: 0",,87,
https://www.fiercehealthcare.com/ai-and-machine-learning/chai-releases-draft-rubric-quality-assurance-standards-healthcare-ai,1,Assurance Standards Guide Coalition for Health AI (CHAI),USA,Coalition for Health AI,https://chai.org/wp-content/uploads/2024/06/CHAI-Assurance-Standards-Guide-6-26-2024.pdf,2024,Inter-organizational partnership,"The CHAI Assurance Standards Guide serves as a comprehensive framework for developing and deploying AI in healthcare, emphasizing principles of usefulness, fairness, safety, transparency, and security, while integrating ethical considerations and practical guidance across the AI lifecycle to foster trust and accountability among stakeholders.","Transparency: 90
Justice and fairness: 146
Non-maleficence: 290
Responsibility: 62
Privacy: 283
Beneficence: 22
Freedom and autonomy: 26
Trust: 38
Sustainability: 3
Dignity: 1
Solidarity: 0",,88,
https://www.nsai.ie/standards/sectors/healthcare-standards/digital-health-technologies,1,Digital Health Technologies and the future of healthcare,Ireland,National Standards Authority of Ireland,https://www.nsai.ie/images/uploads/standards/NSAI_Digital_Health_Technology_v2.0.pdf,,Government,"The article discusses the challenges and advancements in digital health technologies, emphasizing the regulatory frameworks for medical devices and in-vitro diagnostics in Europe, the importance of safety and performance standards, and the potential impact of artificial intelligence in healthcare, particularly regarding the proposed EU AI Act and its implications for high-risk AI systems in the medical sector.","Transparency: 0
Justice and fairness: 0
Non-maleficence: 18
Responsibility: 1
Privacy: 0
Beneficence: 0
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,89,
https://shop.cta.tech/products/the-use-of-artificial-intelligence-in-healthcare-trustworthiness-cta-2090,1,The Use of Artificial Intelligence in Health Care: Trustworthiness,USA,American National Standards Institute,https://shop.cta.tech/a/downloads/-/efd2ee85ccdc7a3b/ec5e054a4e4cfa5d,February 2021,Private,"The ANSI/CTA-2090 standard outlines the essential requirements and frameworks necessary for establishing trustworthiness in artificial intelligence (AI) applications within healthcare, emphasizing the importance of human, technical, and regulatory trust to ensure safety, effectiveness, and reliability in AI technologies used for clinical decision-making and patient care.","Transparency: 11
Justice and fairness: 4
Non-maleficence: 30
Responsibility: 4
Privacy: 25
Beneficence: 0
Freedom and autonomy: 15
Trust: 66
Sustainability: 0
Dignity: 0
Solidarity: 0",,90,
https://haiweb.org/publication/factsheet-the-eu-medical-devices-regulation-and-the-ai-act/,1,THE EU MEDICAL DEVICES REGULATION AND THE EU AI ACT: A SHORT COMPARISON,Netherlands,Health Action International,https://haiweb.org/wp-content/uploads/2023/03/MDR-AIAct_OnePager_FINAL.pdf,March 2023,Non-profit,"The fact sheet compares the EU Medical Devices Regulation (MDR) and the proposed EU AI Act, highlighting that while both frameworks aim to ensure safety and protect fundamental rights in healthcare, the MDR focuses primarily on physical safety standards for medical devices, whereas the AI Act addresses fundamental rights but lacks specific provisions for health-related AI applications, necessitating improvements in data quality, algorithm transparency, and human rights assessments to prevent discrimination and harm.","Transparency: 1
Justice and fairness: 1
Non-maleficence: 5
Responsibility: 0
Privacy: 1
Beneficence: 0
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,91,
https://www.datadiversity.org/recommendations,1,"Recommendations for diversity, inclusivity, and generalisability in artificial intelligence health technologies and health datasets",England,STANDING Together Working Group,File must be downloaded,October 2023,Non-profit,"The STANDING Together collaboration has developed international consensus-based recommendations aimed at enhancing diversity, inclusivity, and generalisability in artificial intelligence health technologies and datasets, addressing potential algorithmic bias and health inequity by providing guidelines for comprehensive dataset documentation and equitable use of AI technologies throughout their development lifecycle.","Transparency: 0
Justice and fairness: 13
Non-maleficence: 5
Responsibility: 0
Privacy: 0
Beneficence: 0
Freedom and autonomy: 1
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,92,
https://iris.paho.org/bitstream/handle/10665.2/57947/PAHOEIHIS230003_eng.pdf?sequence=1&isAllowed=y,1,Artificial intelligence Digital Transformation Toolkit,Global,Pan American Health Organization,https://iris.paho.org/bitstream/handle/10665.2/57947/PAHOEIHIS230003_eng.pdf?sequence=1&isAllowed=y,2023,Specialized agency,"The Pan American Health Organization (PAHO) outlines the importance of artificial intelligence (AI) as a guiding principle for digital transformation in the health sector, emphasizing the need for ethical implementation, cooperation among stakeholders, and strategies to overcome existing challenges and biases in AI development to enhance health equity and outcomes.","Transparency: 1
Justice and fairness: 13
Non-maleficence: 11
Responsibility: 1
Privacy: 7
Beneficence: 3
Freedom and autonomy: 1
Trust: 0
Sustainability: 0
Dignity: 1
Solidarity: 0",,93,
https://digital-transformation.hee.nhs.uk/building-a-digital-workforce/dart-ed/horizon-scanning/understanding-healthcare-workers-confidence-in-ai/chapter-3-governance/regulation-and-standards,1,Understanding healthcare workers’ confidence in artificial intelligence (AI),England,National Health Service,https://digital-transformation.hee.nhs.uk/building-a-digital-workforce/dart-ed/horizon-scanning/understanding-healthcare-workers-confidence-in-ai/chapter-3-governance/regulation-and-standards,April 2023,Government,"This chapter details 4 main factors, as identified by interviewees for this research, that relate to the governance of artificial intelligence (AI) technologies and influence confidence in these technologies: regulation and standards; evaluation and validation; guidelines; and liability.","Transparency: 2
Justice and fairness: 0
Non-maleficence: 3
Responsibility: 4
Privacy: 1
Beneficence: 0
Freedom and autonomy: 0
Trust: 1
Sustainability: 0
Dignity: 1
Solidarity: 0",,94,
https://eithealth.eu/wp-content/uploads/2020/03/EIT-Health-and-McKinsey_Transforming-Healthcare-with-AI.pdf,1,Transforming healthcare with AI: The impact on the workforce and organisations,Global,EITH Health & Mckinsey & Company,https://eithealth.eu/wp-content/uploads/2020/03/EIT-Health-and-McKinsey_Transforming-Healthcare-with-AI.pdf,March 2023,Multisector consortium,"The report outlines the transformative potential of artificial intelligence (AI) in healthcare, emphasizing the need for improved workforce training, data quality, and regulatory frameworks to effectively implement AI technologies that enhance patient care and operational efficiency.","Transparency: 7
Justice and fairness: 7
Non-maleficence: 71
Responsibility: 40
Privacy: 15
Beneficence: 29
Freedom and autonomy: 15
Trust: 18
Sustainability: 10
Dignity: 0
Solidarity: 0",,95,
https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/manufacture-specific-types-medical-devices/artificial-intelligence-ai-and-medical-device-software,1,Artificial Intelligence (AI) and medical device software,Australia,Department of Health and Aged Care,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/manufacture-specific-types-medical-devices/artificial-intelligence-ai-and-medical-device-software,May 2024,Government,"The document outlines the regulatory framework for artificial intelligence (AI) as a medical device in Australia, detailing when AI qualifies as such, the requirements for its safety and performance evidence, and the roles of generative AI and synthetic data in healthcare, while emphasizing the need for transparency and compliance with established medical device regulations.",,,96,The website is protected against web-scraping
https://www.medical-device-regulation.eu/wp-content/uploads/2020/09/machine_learning_ai_in_medical_devices.pdf,1,MACHINE LEARNING AI IN MEDICAL DEVICES Adapting Regulatory Frameworks and Standards to Ensure Safety and Performance,USA,British Standards Institution& Association for the Advancement of Medical Instrumentation,https://www.medical-device-regulation.eu/wp-content/uploads/2020/09/machine_learning_ai_in_medical_devices.pdf,2020,Inter-organizational partnership,"The document discusses the unique challenges and regulatory needs associated with machine learning artificial intelligence (AI) in medical devices, emphasizing the necessity for adapted regulatory frameworks and standards to ensure safety, performance, and trustworthiness throughout the product lifecycle.","Transparency: 7
Justice and fairness: 4
Non-maleficence: 57
Responsibility: 3
Privacy: 4
Beneficence: 2
Freedom and autonomy: 3
Trust: 18
Sustainability: 0
Dignity: 0
Solidarity: 0",,97,
https://www.medtecheurope.org/wp-content/uploads/2024/03/medical-technology-industry-perspective-on-the-final-ai-act-1.pdf,1,Medical technology industry perspective on the final AI Act,Belgium,MedTech Europe,https://www.medtecheurope.org/wp-content/uploads/2024/03/medical-technology-industry-perspective-on-the-final-ai-act-1.pdf,March 2024,Private,"MedTech Europe emphasizes the need for clarity and alignment between the AI Act and existing medical device regulations (MDR/IVDR) to ensure safe, effective integration of AI technologies in healthcare while avoiding unnecessary regulatory burdens and maintaining timely access to trustworthy medical innovations.","Transparency: 0
Justice and fairness: 4
Non-maleficence: 8
Responsibility: 0
Privacy: 0
Beneficence: 0
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,98,
https://www.ama.com.au/sites/default/files/2022-06/AMA%20Submission%20to%20Automated%20Decision%20Making%20and%20AI%20Regulation_Final.pdf,1,Automated Decision Making and AI Regulation,Australia,Australian Medical Association,https://www.ama.com.au/sites/default/files/2022-06/AMA%20Submission%20to%20Automated%20Decision%20Making%20and%20AI%20Regulation_Final.pdf,April 2022,Non-profit,"The Australian Medical Association (AMA) advocates for careful regulation of Artificial Intelligence (AI) and Automated Decision Making (ADM) in healthcare, emphasizing the need for clear principles that prioritize patient safety, ethical considerations, and equity, while avoiding a one-size-fits-all approach to legislation that could hinder innovation and trust in medical technologies.","Transparency: 2
Justice and fairness: 5
Non-maleficence: 4
Responsibility: 2
Privacy: 4
Beneficence: 1
Freedom and autonomy: 0
Trust: 2
Sustainability: 0
Dignity: 0
Solidarity: 0",,99,
https://www.digitalhealth.net/2023/06/value-of-regulation-continues-to-rise-as-ai-and-health-technology-booms/,1,Evidence standards framework for digital health technologies,England,National Institute for Health and Care Excellence,https://www.nice.org.uk/corporate/ecd7/resources/evidence-standards-framework-for-digital-health-technologies-pdf-1124017457605,December 2018,Government,"The NICE Evidence Standards Framework for Digital Health Technologies outlines the necessary evidence standards to assess the value and effectiveness of digital health technologies in the UK health and social care system, emphasizing the importance of safety, quality, and equity in their deployment.","Transparency: 3
Justice and fairness: 8
Non-maleficence: 18
Responsibility: 0
Privacy: 0
Beneficence: 21
Freedom and autonomy: 7
Trust: 0
Sustainability: 5
Dignity: 0
Solidarity: 0",,100,
https://www.hee.nhs.uk/news-blogs-events/news/ai-digital-healthcare-technologies-capability-framework-published,1,Artificial Intelligence (AI) and Digital Healthcare Technologies Capability framework,England,National Health Service,https://digital-transformation.hee.nhs.uk/building-a-digital-workforce/dart-ed/horizon-scanning/ai-and-digital-healthcare-technologies/framework-structure/ethical-legal-and-regulatory-considerations,February 2023,Government,"The framework emphasizes the importance of ethical, legal, and regulatory considerations in the implementation of digital technologies, particularly Artificial Intelligence (AI), in healthcare, advocating for fairness, transparency, and equity to prevent biases and ensure responsible use.","Transparency: 1
Justice and fairness: 8
Non-maleficence: 4
Responsibility: 6
Privacy: 2
Beneficence: 4
Freedom and autonomy: 12
Trust: 2
Sustainability: 0
Dignity: 0
Solidarity: 0",,101,
https://www.vde.com/topics-en/health/consulting/approval-of-ai-based-medical-devices-in-europe,1,Good practices for health applications of machine learning: Considerations for manufacturers and regulators,Global,Focus Group on Artificial Intelligence for Health (FG-AI4H),https://www.itu.int/dms_pub/itu-t/opb/fg/T-FG-AI4H-2022-2-PDF-E.pdf,September 2022,Intergovernmental,"The document discusses the ethical, legal, and regulatory considerations surrounding the use of Artificial Intelligence (AI) in healthcare, emphasizing the need for frameworks that promote equity, transparency, and fairness to mitigate biases and protect patient rights.","Transparency: 37
Justice and fairness: 13
Non-maleficence: 204
Responsibility: 8
Privacy: 10
Beneficence: 12
Freedom and autonomy: 15
Trust: 21
Sustainability: 3
Dignity: 0
Solidarity: 0",,102,
https://www.nbcc.org/assets/ethics/EthicalPrinciples_for_AI.pdf,1,Ethical Principles for Artificial Intelligence in Counseling,USA,National Board for Certified Counselors,https://www.nbcc.org/assets/ethics/EthicalPrinciples_for_AI.pdf,April 2024,Non-profit,"The document outlines ethical principles for integrating artificial intelligence (AI) in counseling, emphasizing the importance of accountability, client welfare, competence, confidentiality, and transparency to ensure the responsible use of AI tools in clinical practice while prioritizing patient outcomes and ethical standards.","Transparency: 3
Justice and fairness: 0
Non-maleficence: 3
Responsibility: 6
Privacy: 2
Beneficence: 0
Freedom and autonomy: 6
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,103,
https://www.ccne-ethique.fr/sites/default/files/2023-05/Opinion%20No.141.pdf,1,Medical Diagnosis and Artificial Intelligence: Ethical Issues,France,Comité National Pilote d'Éthique du Numérique,https://www.ccne-ethique.fr/sites/default/files/2023-05/Opinion%20No.141.pdf,November 2022,Independent governmental organization,"The joint opinion by the CCNE and CNPEN emphasizes the ethical considerations surrounding the use of artificial intelligence systems in medical diagnosis, advocating for human oversight, accountability, and the prioritization of patient welfare in the integration of AI technologies into healthcare .","Transparency: 19
Justice and fairness: 12
Non-maleficence: 28
Responsibility: 7
Privacy: 0
Beneficence: 15
Freedom and autonomy: 9
Trust: 7
Sustainability: 0
Dignity: 1
Solidarity: 1",,104,
https://www.dermcoll.edu.au/wp-content/uploads/2022/11/ACD-Position-Statement-Use-of-Artifical-Intelligence-in-Dermatology-in-Australia-Nov-2022.pdf,1,Use of Artificial Intelligence in Dermatology in Australia,Australia,The Australasian College of Dermatologists,https://www.dermcoll.edu.au/wp-content/uploads/2022/11/ACD-Position-Statement-Use-of-Artifical-Intelligence-in-Dermatology-in-Australia-Nov-2022.pdf,November 2022,Non-profit,"The Australasian College of Dermatologists endorses the responsible development and ethical integration of artificial intelligence in dermatology, emphasizing patient welfare, transparency, and the need for regulatory approval while advocating for collaboration among stakeholders to ensure safe and effective clinical use.","Transparency: 3
Justice and fairness: 3
Non-maleficence: 1
Responsibility: 1
Privacy: 2
Beneficence: 1
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,105,
https://transform.england.nhs.uk/media/documents/NHSX_AI_report.pdf,1,Artificial Intelligence: How to get it right Putting policy into practice for safe data-driven innovation in health and care ,England,National Health Service,https://transform.england.nhs.uk/media/documents/NHSX_AI_report.pdf,October 2019,Government,"The NHSX report outlines the potential of artificial intelligence (AI) to enhance healthcare delivery in the UK, emphasizing the need for ethical governance, effective training for NHS staff, and a collaborative framework for safe implementation, while addressing challenges like data privacy and infrastructure improvements.","Transparency: 19
Justice and fairness: 12
Non-maleficence: 40
Responsibility: 6
Privacy: 5
Beneficence: 25
Freedom and autonomy: 7
Trust: 31
Sustainability: 1
Dignity: 2
Solidarity: 0",,106,
https://iris.paho.org/handle/10665.2/59315,1,Artificial Intelligence Public Health Q&A on artificial intelligence for supporting public health,Global,Pan American Health Organization,https://iris.paho.org/bitstream/handle/10665.2/59315/PAHOEIHIS230030_eng.pdf?sequence=5&isAllowed=y,2024,Specialized agency,"The document outlines guiding principles for the ethical use of artificial intelligence (AI) in public health, emphasizing the importance of transparency, data protection, and accountability to ensure equitable access to healthcare and address potential biases inherent in AI systems .","Transparency: 31
Justice and fairness: 20
Non-maleficence: 30
Responsibility: 9
Privacy: 14
Beneficence: 10
Freedom and autonomy: 9
Trust: 8
Sustainability: 2
Dignity: 1
Solidarity: 0",,107,
https://www.nuffieldbioethics.org/publications/ai-in-healthcare-and-research,1,Artificial intelligence (AI) in healthcare and research,England,The Nuffield Council on Bioethics,File must be downloaded,May 2018,Non-profit,"The document discusses the potential applications and ethical implications of artificial intelligence (AI) in healthcare, highlighting its capacity to improve disease detection, patient management, and healthcare delivery while also addressing concerns related to data quality, bias, accountability, and the necessity for transparent governance to ensure public trust and alignment with societal interests.","Transparency: 1
Justice and fairness: 6
Non-maleficence: 14
Responsibility: 1
Privacy: 2
Beneficence: 1
Freedom and autonomy: 3
Trust: 7
Sustainability: 1
Dignity: 2
Solidarity: 0",,108,
https://www.novonordisk.com/data-privacy-and-user-rights/data-ethics.html,1,Data and AI ethics,Denmark,Novo Nordisk,https://www.novonordisk.com/data-privacy-and-user-rights/data-ethics.html,,Private,"Novo Nordisk has established data and AI ethics principles to guide ethical decision-making in data usage throughout its operations, emphasizing autonomy, transparency, data quality, fairness, responsible data sharing, and accountability, while ensuring that AI systems respect human rights and minimize bias through careful design and oversight.","Transparency: 4
Justice and fairness: 4
Non-maleficence: 14
Responsibility: 4
Privacy: 8
Beneficence: 1
Freedom and autonomy: 2
Trust: 1
Sustainability: 0
Dignity: 1
Solidarity: 0
",,109,
https://www.bsigroup.com/globalassets/localfiles/es-es/Medical%20devices/Documentos%20tecnicos/bsi-md-ai-ethical-whitepaper-es-gb.pdf,1,Ethical and trustworthy Artificial Intelligence BSI’s introduction to the European Artificial Intelligence Draft Act (AIA),England,British Standards Institution,https://www.bsigroup.com/globalassets/localfiles/es-es/Medical%20devices/Documentos%20tecnicos/bsi-md-ai-ethical-whitepaper-es-gb.pdf,,Non-profit,"The BSI's introduction to the European Artificial Intelligence Draft Act outlines the need for ethical and trustworthy AI, detailing its definitions, prohibited practices, requirements for high-risk AI systems, and the role of notified bodies, while emphasizing the act's potential global impact and the importance of transparency and accountability in AI deployment.","Transparency: 2
Justice and fairness: 3
Non-maleficence: 13
Responsibility: 6
Privacy: 0
Beneficence: 1
Freedom and autonomy: 3
Trust: 6
Sustainability: 0
Dignity: 0
Solidarity: 0",,110,
https://www.acrrm.org.au/docs/default-source/all-files/college-submission---ethical-principles-of-ai-in-medicine.pdf?sfvrsn=f5064e97_6,1,Feedback on the RANZCR Draft Statement: Ethical Principles of Artificial Intelligence (AI) in Medicine,Australia,Australian College of Rural and Remote Medicine,https://www.acrrm.org.au/docs/default-source/all-files/college-submission---ethical-principles-of-ai-in-medicine.pdf?sfvrsn=f5064e97_6,September 2022,Non-profit,"The Australian College of Rural and Remote Medicine (ACRRM) provides feedback on the RANZCR Draft Statement regarding the ethical principles of artificial intelligence in medicine, emphasizing the importance of patient safety, data privacy, avoidance of bias, transparency, human values, shared responsibility, accountable governance, and alignment with WHO principles to ensure the effective and ethical use of AI in healthcare.","Transparency: 3
Justice and fairness: 3
Non-maleficence: 7
Responsibility: 7
Privacy: 1
Beneficence: 2
Freedom and autonomy: 5
Trust: 0
Sustainability: 1
Dignity: 0
Solidarity: 0",,111,
https://www.eerstekamer.nl/bijlage/20201105/artificial_intelligence_in_health/document3/f=/vldiey9antv3.pdf,1,"Artificial intelligence in health care: medical, legal and ethical challenges ahead",Global,Council of Europe,https://www.eerstekamer.nl/bijlage/20201105/artificial_intelligence_in_health/document3/f=/vldiey9antv3.pdf,October 2020,Intergovernmental,"The report by the Committee on Social Affairs, Health and Sustainable Development emphasizes the transformative potential of artificial intelligence (AI) in healthcare, while highlighting the urgent need for comprehensive legal, ethical, and regulatory frameworks to address the associated risks to individual rights and public health, particularly in light of the rapid advancements and deployment of AI technologies.","Transparency: 16
Justice and fairness: 18
Non-maleficence: 65
Responsibility: 38
Privacy: 31
Beneficence: 7
Freedom and autonomy: 37
Trust: 10
Sustainability: 3
Dignity: 4
Solidarity: 5",,112,
https://www.gov.uk/government/publications/g7-health-track-digital-health-final-reports/deliverable-2-principles-to-support-the-development-and-deployment-of-artificial-intelligence-or-machine-learning-enabled-medical-devices-across-juri,1,Deliverable 2: principles to support the development and deployment of artificial intelligence or machine learning-enabled medical devices across jurisdictions,England,Department of Health & Social Care,https://www.gov.uk/government/publications/g7-health-track-digital-health-final-reports/deliverable-2-principles-to-support-the-development-and-deployment-of-artificial-intelligence-or-machine-learning-enabled-medical-devices-across-juri,December 2021,Government,"The G7 policy paper outlines principles aimed at harmonizing the development and deployment of artificial intelligence (AI) and machine learning (ML)-enabled medical devices across jurisdictions to enhance patient safety, promote transparency, and foster responsible innovation, while addressing challenges related to data quality, model robustness, and ethical considerations in healthcare.","Transparency: 6
Justice and fairness: 8
Non-maleficence: 13
Responsibility: 0
Privacy: 0
Beneficence: 0
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,113,
https://www.medtecheurope.org/resource-library/medtech-europe-signs-joint-healthcare-statement-highlighting-how-the-ai-act-can-give-citizens-the-confidence-to-embrace-ai-enabled-medical-technologies/,1,Stakeholder joint statement on access to innovative healthcare under the Artificial Intelligence Act (AI Act),Belgium,MedTech Europe,https://www.medtecheurope.org/wp-content/uploads/2023/06/230619-ai-act-letter-with-healthcare-stakeholders_final.pdf,June 2023,Private,"The stakeholder joint statement emphasizes the need for the proposed AI Act to align with existing healthcare regulations, clarify definitions, establish a robust data governance framework, and ensure uniform implementation across EU member states to enhance patient safety and access to innovative AI-enabled healthcare solutions while fostering transparency and fairness within the healthcare ecosystem.","Transparency: 0
Justice and fairness: 2
Non-maleficence: 6
Responsibility: 3
Privacy: 0
Beneficence: 2
Freedom and autonomy: 1
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,114,
